REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
HOST HOTELS & RESORTS, L.P.|AMERICAS|Y|4|1.3|5,000,000|1|< 5%
HP INC.|AMERICAS|Y|7|4.3|10,000,000|2|< 5%
HSBC BANK PLC|EUROPE|Y|8|5.7|15,000,000|2|> 95%
HSBC HOLDINGS PLC|EUROPE|Y|10|8.3|50,000,000|5|> 95%
HUMANA INC.|AMERICAS||1|0.7|2,500,000|0|< 5%
HUNGARY|SOVEREIGN|Y|3|1.3|2,500,000|0|> 95%
HUNTSMAN INTERNATIONAL LLC|AMERICAS|Y|2|0.7|2,500,000|0|< 5%
HUTCHISON WHAMPOA LIMITED|ASIA EX-JAPAN|Y|6|3.0|2,500,000|1|> 95%
HYUNDAI MOTOR COMPANY|ASIA EX-JAPAN|Y|5|2.7|2,500,000|0|> 95%
IBERDROLA, S.A.|EUROPE|Y|10|5.3|10,000,000|1|> 95%
ICELAND BONDCO PLC|EUROPE|Y|8|6.7|5,000,000|2|> 95%
ICICI BANK LIMITED|ASIA EX-JAPAN|Y|6|2.3|5,000,000|1|> 95%
IDBI BANK LIMITED|ASIA EX-JAPAN|Y|7|3.7|2,500,000|0|> 95%
IMPERIAL BRANDS PLC|EUROPE|Y|9|5.7|7,500,000|1|> 95%
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED|ASIA EX-JAPAN|Y|11|7.0|10,000,000|1|> 95%
INDUSTRIAL BANK OF KOREA|ASIA EX-JAPAN|Y|6|4.3|2,500,000|0|> 95%
INEOS GROUP HOLDINGS S.A.|EUROPE|Y|6|4.0|5,000,000|1|> 95%
ING BANK N.V.|EUROPE|Y|8|3.0|5,000,000|1|> 95%
ING GROEP N.V.|EUROPE|Y|11|7.0|5,000,000|1|> 95%
INGERSOLL-RAND COMPANY|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
INNOGY SE|EUROPE|Y|4|1.3|2,500,000|1|> 95%
INTERNATIONAL BUSINESS MACHINES CORPORATION|AMERICAS|Y|9|6.3|7,500,000|1|5-25%
INTERNATIONAL GAME TECHNOLOGY PLC|EUROPE|Y|6|4.0|2,500,000|1|> 95%
INTERNATIONAL LEASE FINANCE CORPORATION|AMERICAS|Y|3|1.3|5,000,000|1|< 5%
INTERNATIONAL PAPER COMPANY|AMERICAS|Y|7|2.7|5,000,000|1|< 5%
INTESA SANPAOLO SPA|EUROPE|Y|11|9.3|17,500,000|3|> 95%
INTRUM AB|EUROPE|Y|5|4.3|7,500,000|3|> 95%
INVESTOR AKTIEBOLAG|EUROPE|Y|1|0.3|2,500,000|0|> 95%
IRELAND|SOVEREIGN|Y|3|1.0|2,500,000|0|> 95%
IRON MOUNTAIN INCORPORATED|AMERICAS|Y|7|5.3|2,500,000|1|< 5%
ISTAR INC.|AMERICAS|Y|1|0.7|2,500,000|1|< 5%
ITOCHU CORPORATION|JAPAN|Y|11|4.7|5,000,000|1|> 95%
ITV PLC|EUROPE|Y|10|4.7|5,000,000|2|> 95%
J SAINSBURY PLC|EUROPE|Y|5|2.7|5,000,000|1|> 95%
J. C. PENNEY COMPANY, INC.|AMERICAS|Y|7|5.7|10,000,000|4|< 5%
JAGUAR LAND ROVER AUTOMOTIVE PLC|EUROPE|Y|8|6.7|20,000,000|4|> 95%
JAPAN|SOVEREIGN|Y|10|6.0|20,000,000|1|> 95%
JAPAN TOBACCO INC.|JAPAN|Y|9|5.3|2,500,000|0|> 95%
JETBLUE AIRWAYS CORPORATION|AMERICAS||1|0.3|2,500,000|0|> 95%
JFE HOLDINGS, INC.|JAPAN|Y|11|8.0|7,500,000|1|> 95%
JOHNSON & JOHNSON|AMERICAS|Y|6|2.7|10,000,000|1|< 5%
JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
"JOINT STOCK COMPANY ""RUSSIAN RAILWAYS"""|EUROPE||1|0.3|2,500,000|0|> 95%
JPMORGAN CHASE & CO.|AMERICAS||7|4.0|25,000,000|2|< 5%
K. HOVNANIAN ENTERPRISES, INC.|AMERICAS|Y|5|3.0|5,000,000|2|< 5%
K+S AKTIENGESELLSCHAFT|EUROPE|Y|4|2.3|2,500,000|1|> 95%
KAJIMA CORPORATION|JAPAN|Y|2|0.7|2,500,000|0|> 95%
KATE SPADE & COMPANY|AMERICAS||1|0.3|2,500,000|0|< 5%
KAWASAKI HEAVY INDUSTRIES, LTD.|JAPAN|Y|10|6.0|5,000,000|0|> 95%
KAWASAKI KISEN KAISHA, LTD.|JAPAN|Y|11|7.7|2,500,000|1|> 95%
KB HOME|AMERICAS|Y|6|4.7|7,500,000|2|< 5%
KEB HANA BANK|ASIA EX-JAPAN|Y|10|5.7|5,000,000|1|> 95%
KELLOGG COMPANY|AMERICAS||1|0.3|2,500,000|0|< 5%
KERING|EUROPE|Y|8|3.3|2,500,000|0|> 95%
KIMBERLY-CLARK CORPORATION|AMERICAS||0|0.0|2,500,000|0|< 5%
KIMCO REALTY CORPORATION|AMERICAS||1|0.3|2,500,000|0|< 5%
KINDER MORGAN ENERGY PARTNERS, L.P.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
KINDER MORGAN, INC.|AMERICAS|Y|6|3.3|7,500,000|1|< 5%
KINGDOM OF BAHRAIN|SOVEREIGN||7|3.0|2,500,000|0|> 95%
KINGDOM OF BELGIUM|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
KINGDOM OF DENMARK|SOVEREIGN|Y|1|0.3|2,500,000|0|> 95%
KINGDOM OF MOROCCO|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
KINGDOM OF NORWAY|SOVEREIGN|Y|1|0.3|2,500,000|0|> 95%
KINGDOM OF SAUDI ARABIA|SOVEREIGN|Y|9|7.7|50,000,000|4|> 95%
KINGDOM OF SPAIN|SOVEREIGN|Y|7|3.7|15,000,000|1|> 95%
KINGDOM OF SWEDEN|SOVEREIGN|Y|1|0.3|2,500,000|0|> 95%
KINGDOM OF THAILAND|SOVEREIGN|Y|6|3.3|10,000,000|1|> 95%
KINGDOM OF THE NETHERLANDS|SOVEREIGN|Y|0|0.0|2,500,000|0|> 95%
KINGFISHER PLC|EUROPE|Y|4|3.0|2,500,000|0|> 95%
KINTETSU GROUP HOLDINGS CO., LTD.|JAPAN|Y|9|5.0|2,500,000|0|> 95%
KLEPIERRE|EUROPE||0|0.0|2,500,000|0|> 95%
KOBE STEEL, LTD.|JAPAN|Y|12|8.7|10,000,000|2|> 95%
KOHL'S CORPORATION|AMERICAS|Y|8|5.0|7,500,000|2|< 5%
KOMATSU LTD.|JAPAN|Y|9|4.7|2,500,000|0|> 95%
KONINKLIJKE AHOLD DELHAIZE N.V.|EUROPE|Y|7|4.0|2,500,000|0|> 95%
KONINKLIJKE DSM N.V.|EUROPE|Y|4|1.7|2,500,000|0|> 95%
KONINKLIJKE KPN N.V.|EUROPE|Y|10|4.3|5,000,000|1|> 95%
KONINKLIJKE PHILIPS N.V.|EUROPE|Y|5|1.7|5,000,000|1|> 95%
KOOKMIN BANK|ASIA EX-JAPAN|Y|5|4.0|2,500,000|0|> 95%
KOREA ELECTRIC POWER CORPORATION|ASIA EX-JAPAN|Y|5|4.3|2,500,000|0|> 95%
KRAFT HEINZ FOODS COMPANY|AMERICAS|Y|6|5.3|7,500,000|3|< 5%
KT CORPORATION|ASIA EX-JAPAN|Y|8|4.7|5,000,000|1|> 95%
L BRANDS, INC.|AMERICAS|Y|9|7.0|10,000,000|3|< 5%
L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE|EUROPE|Y|3|1.0|2,500,000|0|> 95%
LADBROKES CORAL GROUP LIMITED|EUROPE|Y|4|2.3|2,500,000|0|> 95%
LAFARGE|EUROPE|Y|0|0.0|2,500,000|0|> 95%
LAFARGEHOLCIM LTD|EUROPE|Y|10|6.0|12,500,000|2|> 95%
LAGARDERE SCA|EUROPE|Y|2|0.7|2,500,000|0|> 95%
LAMB WESTON HOLDINGS, INC.|AMERICAS|Y|6|4.7|2,500,000|1|< 5%
LANXESS AKTIENGESELLSCHAFT|EUROPE|Y|10|5.3|5,000,000|1|> 95%
LEBANESE REPUBLIC|SOVEREIGN|Y|8|5.7|12,500,000|3|> 95%
LEGAL & GENERAL GROUP PLC|EUROPE|Y|1|0.3|2,500,000|0|> 95%
LENNAR CORPORATION|AMERICAS|Y|5|3.3|7,500,000|3|< 5%
LEONARDO SOCIETA' PER AZIONI|EUROPE|Y|9|5.3|7,500,000|1|> 95%
LEVEL 3 PARENT, LLC|AMERICAS||1|0.3|2,500,000|0|< 5%
LEVI STRAUSS & CO.|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
LEXMARK INTERNATIONAL, INC.|AMERICAS||1|0.3|2,500,000|0|< 5%
LG DISPLAY CO., LTD.|ASIA EX-JAPAN||1|0.7|2,500,000|0|> 95%
LIBERTY INTERACTIVE LLC|AMERICAS|Y|3|1.3|5,000,000|2|< 5%
LINCOLN NATIONAL CORPORATION|AMERICAS|Y|6|3.3|7,500,000|1|< 5%
LINDE AKTIENGESELLSCHAFT|EUROPE|Y|2|0.7|2,500,000|0|> 95%
LLOYDS BANK PLC|EUROPE|Y|7|4.0|5,000,000|1|> 95%
LLOYDS BANKING GROUP PLC|EUROPE|Y|9|8.7|50,000,000|4|> 95%
LOCKHEED MARTIN CORPORATION|AMERICAS|Y|1|0.7|5,000,000|0|< 5%
LOEWS CORPORATION|AMERICAS|Y|3|1.7|5,000,000|1|< 5%
LOUIS DREYFUS COMPANY B.V.|EUROPE|Y|5|2.0|2,500,000|0|> 95%
LOUISIANA-PACIFIC CORPORATION|AMERICAS|Y|4|1.7|2,500,000|0|< 5%
LOWE'S COMPANIES, INC.|AMERICAS|Y|3|1.0|5,000,000|1|< 5%
LOXAM|EUROPE|Y|8|6.0|5,000,000|1|> 95%
LVMH MOET HENNESSY LOUIS VUITTON|EUROPE|Y|7|3.3|7,500,000|1|> 95%
M.D.C. HOLDINGS, INC.|AMERICAS|Y|7|4.7|7,500,000|1|< 5%
MACQUARIE BANK LIMITED|AUSTRALIA NZ|Y|5|1.7|2,500,000|0|> 95%
MACY'S, INC.|AMERICAS|Y|9|6.7|12,500,000|3|< 5%
MALAYSIA|SOVEREIGN|Y|10|6.0|75,000,000|4|> 95%
MARATHON OIL CORPORATION|AMERICAS||4|2.7|2,500,000|0|< 5%
MARATHON PETROLEUM CORPORATION|AMERICAS|Y|3|1.0|5,000,000|1|< 5%
MARKS AND SPENCER P.L.C.|EUROPE|Y|9|7.7|20,000,000|5|> 95%
MARRIOTT INTERNATIONAL, INC.|AMERICAS|Y|5|2.7|5,000,000|1|5-25%
MARSH & MCLENNAN COMPANIES, INC.|AMERICAS|Y|2|0.7|2,500,000|0|5-25%
MARUBENI CORPORATION|JAPAN|Y|13|7.0|7,500,000|1|> 95%
MASCO CORPORATION|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
MATALAN FINANCE PLC|EUROPE|Y|5|3.0|2,500,000|1|> 95%
MATTEL, INC.|AMERICAS||5|2.7|2,500,000|0|< 5%
MATTERHORN TELECOM HOLDING S.A.|EUROPE|Y|6|2.0|2,500,000|0|> 95%
MAZDA MOTOR CORPORATION|JAPAN||3|1.3|2,500,000|0|> 95%
MBIA INC.|AMERICAS|Y|5|3.3|5,000,000|1|< 5%
MBIA INSURANCE CORPORATION|AMERICAS|Y|3|1.0|2,500,000|0|< 5%
MCDONALD'S CORPORATION|AMERICAS|Y|4|1.7|2,500,000|1|< 5%
MCKESSON CORPORATION|AMERICAS|Y|8|6.3|12,500,000|3|< 5%
MEDIOBANCA BANCA DI CREDITO FINANZIARIO SOCIETA PER AZIONI|EUROPE|Y|10|6.7|7,500,000|1|> 95%
MELIA HOTELS INTERNATIONAL, S.A.|EUROPE|Y|0|0.0|2,500,000|0|> 95%
MERCK KOMMANDITGESELLSCHAFT AUF AKTIEN|EUROPE||2|0.7|2,500,000|0|> 95%
MERITOR, INC.|AMERICAS|Y|7|4.7|5,000,000|1|< 5%
METLIFE, INC.|AMERICAS|Y|8|5.3|12,500,000|3|< 5%
METSA BOARD CORPORATION|EUROPE|Y|0|0.0|2,500,000|0|> 95%
MGIC INVESTMENT CORPORATION|AMERICAS|Y|7|3.7|5,000,000|1|< 5%
MGM GROWTH PROPERTIES OPERATING PARTNERSHIP LP|AMERICAS||0|0.0|2,500,000|0|< 5%
MGM RESORTS INTERNATIONAL|AMERICAS|Y|5|2.7|7,500,000|2|< 5%
MICROSOFT CORPORATION|AMERICAS||1|0.3|2,500,000|0|< 5%
MITSUBISHI CORPORATION|JAPAN|Y|9|4.7|5,000,000|0|> 95%
MITSUBISHI HEAVY INDUSTRIES, LTD.|JAPAN|Y|9|4.3|2,500,000|0|> 95%
MITSUI & CO., LTD.|JAPAN|Y|12|5.7|5,000,000|1|> 95%
MITSUI CHEMICALS, INC.|JAPAN|Y|10|6.3|2,500,000|1|> 95%
MITSUI FUDOSAN CO., LTD.|JAPAN|Y|0|0.0|2,500,000|0|> 95%
MITSUI O.S.K. LINES, LTD.|JAPAN|Y|13|8.3|7,500,000|1|> 95%
MIZUHO BANK, LTD.|JAPAN|Y|5|2.0|2,500,000|0|> 95%
MONDELEZ INTERNATIONAL, INC.|AMERICAS|Y|8|4.0|5,000,000|1|5-25%
MONDELEZ UK HOLDINGS & SERVICES LIMITED|EUROPE||1|0.3|2,500,000|0|> 95%
MONITCHEM HOLDCO 3 S.A.|EUROPE|Y|4|2.7|2,500,000|1|> 95%
MORGAN STANLEY|AMERICAS|Y|8|4.0|15,000,000|2|< 5%
MOTOROLA SOLUTIONS, INC.|AMERICAS|Y|6|2.3|5,000,000|1|5-25%
MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AKTIENGESELLSCHAFT IN MUENCHEN|EUROPE|Y|11|7.7|5,000,000|1|> 95%
MUFG BANK, LTD.|JAPAN||2|0.7|2,500,000|0|> 95%
MURPHY OIL CORPORATION|AMERICAS|Y|6|5.3|2,500,000|1|< 5%
NABORS INDUSTRIES, INC.|AMERICAS|Y|7|6.0|10,000,000|4|< 5%
NATIONAL AUSTRALIA BANK LIMITED|AUSTRALIA NZ|Y|8|4.3|12,500,000|1|> 95%
NATIONAL GRID PLC|EUROPE|Y|8|4.3|5,000,000|1|> 95%
NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION|AMERICAS|Y|5|2.0|2,500,000|0|< 5%
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY|EUROPE||0|0.0|2,500,000|0|> 95%
NATIONWIDE BUILDING SOCIETY|EUROPE|Y|0|0.0|2,500,000|0|> 95%
NATIXIS|EUROPE||1|0.3|2,500,000|0|> 95%
NATURGY ENERGY GROUP, S.A.|EUROPE|Y|9|5.3|10,000,000|1|> 95%
NATWEST MARKETS PLC|EUROPE||8|4.3|7,500,000|1|> 95%
NAVIENT CORPORATION|AMERICAS|Y|7|4.0|7,500,000|2|< 5%
NEC CORPORATION|JAPAN|Y|8|4.7|2,500,000|0|> 95%
NESTLE S.A.|EUROPE|Y|4|1.3|7,500,000|1|> 95%
NETFLIX, INC.|AMERICAS|Y|8|4.3|2,500,000|1|< 5%
NEW ALBERTSONS L.P.|AMERICAS|Y|9|7.0|5,000,000|1|< 5%
NEW ZEALAND|SOVEREIGN||0|0.0|2,500,000|0|> 95%
NEWELL BRANDS INC.|AMERICAS|Y|8|4.7|10,000,000|4|< 5%
NEWMONT GOLDCORP CORPORATION|AMERICAS|Y|6|3.0|5,000,000|1|< 5%
NEXT PLC|EUROPE|Y|7|3.7|7,500,000|1|> 95%
NEXTERA ENERGY CAPITAL HOLDINGS, INC.|AMERICAS||2|0.7|2,500,000|0|< 5%
NIPPON PAPER INDUSTRIES CO.,LTD.|JAPAN|Y|12|8.3|10,000,000|1|> 95%
NIPPON STEEL CORPORATION|JAPAN|Y|10|6.3|5,000,000|1|> 95%
NIPPON YUSEN KABUSHIKI KAISHA|JAPAN|Y|12|7.3|5,000,000|1|> 95%
NISSAN MOTOR CO., LTD.|JAPAN|Y|10|6.0|5,000,000|1|> 95%
NOBLE CORPORATION|AMERICAS|Y|7|6.3|2,500,000|2|< 5%
NOKIA OF AMERICA CORPORATION|AMERICAS||0|0.0|2,500,000|0|< 5%
NOKIA OYJ|EUROPE|Y|8|4.3|5,000,000|1|> 95%
NOMURA HOLDINGS, INC.|JAPAN|Y|1|0.3|2,500,000|0|> 95%
NORBORD INC.|AMERICAS|Y|3|2.0|2,500,000|0|< 5%
NORDEA BANK ABP|EUROPE||3|1.7|2,500,000|0|> 95%
NORDSTROM, INC.|AMERICAS|Y|7|5.0|12,500,000|2|< 5%
NORFOLK SOUTHERN CORPORATION|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
NORTHROP GRUMMAN CORPORATION|AMERICAS|Y|2|0.7|5,000,000|0|< 5%
NOVA CHEMICALS CORPORATION|AMERICAS|Y|4|2.3|2,500,000|1|< 5%
NOVAFIVES|EUROPE|Y|6|5.0|5,000,000|1|> 95%
NRG ENERGY, INC.|AMERICAS|Y|6|4.0|5,000,000|1|5-25%
NUCOR CORPORATION|AMERICAS||1|0.3|2,500,000|0|< 5%
NXP B.V.|EUROPE|Y|2|1.0|2,500,000|0|> 95%
OBAYASHI CORPORATION|JAPAN|Y|3|1.3|2,500,000|0|> 95%
OCCIDENTAL PETROLEUM CORPORATION|AMERICAS||5|2.0|5,000,000|1|< 5%
OI EUROPEAN GROUP B.V.|EUROPE|Y|6|3.0|2,500,000|0|> 95%
OJI HOLDINGS CORPORATION|JAPAN|Y|11|6.3|5,000,000|0|> 95%
OLIN CORPORATION|AMERICAS|Y|3|1.3|2,500,000|1|< 5%
OMNICOM GROUP INC.|AMERICAS|Y|5|2.0|5,000,000|1|< 5%
ONEOK, INC.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
ORANGE|EUROPE|Y|10|5.0|7,500,000|1|> 95%
ORANO|EUROPE|Y|1|0.7|2,500,000|0|> 95%
ORIENTAL REPUBLIC OF URUGUAY|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
ORIX CORPORATION|JAPAN|Y|9|5.3|2,500,000|0|> 95%
OVERSEA-CHINESE BANKING CORPORATION LIMITED|ASIA EX-JAPAN|Y|8|4.7|2,500,000|0|> 95%
OWENS-ILLINOIS, INC.|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
PACKAGING CORPORATION OF AMERICA|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
PACTIV LLC|AMERICAS|Y|6|2.7|2,500,000|1|< 5%
PANASONIC CORPORATION|JAPAN|Y|9|5.0|2,500,000|0|> 95%
PCCW-HKT TELEPHONE LIMITED|ASIA EX-JAPAN|Y|3|1.7|2,500,000|0|> 95%
PEARSON PLC|EUROPE|Y|5|2.0|5,000,000|1|> 95%
PEOPLE'S REPUBLIC OF CHINA|SOVEREIGN|Y|10|9.7|250,000,000|12|> 95%
PEPSICO, INC.|AMERICAS||4|1.7|2,500,000|0|5-25%
PERNOD RICARD|EUROPE|Y|5|2.3|5,000,000|1|> 95%
PETROLEO BRASILEIRO S/A PETROBRAS|AMERICAS|Y|9|7.0|20,000,000|3|> 95%
PETROLEOS MEXICANOS|AMERICAS|Y|11|9.0|22,500,000|4|> 95%
PETROLIAM NASIONAL BERHAD (PETRONAS)|ASIA EX-JAPAN|Y|7|4.7|5,000,000|0|> 95%
PEUGEOT SA|EUROPE|Y|8|5.0|12,500,000|2|> 95%
PFIZER INC.|AMERICAS|Y|5|2.3|7,500,000|1|< 5%
PICARD BONDCO S.A.|EUROPE|Y|5|2.3|2,500,000|0|> 95%
PIONEER NATURAL RESOURCES COMPANY|AMERICAS|Y|2|1.0|2,500,000|0|< 5%
PITNEY BOWES INC.|AMERICAS|Y|8|5.3|12,500,000|3|< 5%
PIZZAEXPRESS FINANCING 1 PLC|EUROPE|Y|8|5.7|2,500,000|1|> 95%
PLAINS ALL AMERICAN PIPELINE, L.P.|AMERICAS||1|0.7|2,500,000|0|< 5%
PLAY FINANCE 1 S.A.|EUROPE|Y|1|0.3|2,500,000|0|> 95%
POLYONE CORPORATION|AMERICAS|Y|8|6.0|2,500,000|1|< 5%
PORSCHE AUTOMOBIL HOLDING SE|EUROPE|Y|0|0.0|2,500,000|0|> 95%
PORTUGUESE REPUBLIC|SOVEREIGN|Y|8|3.3|10,000,000|1|> 95%
POSCO|ASIA EX-JAPAN|Y|6|2.7|5,000,000|0|> 95%
POSTNL N.V.|EUROPE|Y|6|3.3|5,000,000|1|> 95%
PREMIER FOODS FINANCE PLC|EUROPE|Y|7|5.7|5,000,000|1|> 95%
PROLOGIS, L.P.|AMERICAS||0|0.0|2,500,000|0|< 5%
PRUDENTIAL FINANCIAL, INC.|AMERICAS|Y|9|5.7|10,000,000|3|< 5%
PRUDENTIAL PUBLIC LIMITED COMPANY|EUROPE|Y|9|7.3|5,000,000|1|> 95%
PT PERTAMINA (PERSERO)|ASIA EX-JAPAN|Y|8|5.3|5,000,000|1|> 95%
"PUBLIC JOINT STOCK COMPANY ""OIL COMPANY ""LUKOIL"""|EUROPE|Y|1|0.7|2,500,000|0|> 95%
PUBLIC POWER CORPORATION FINANCE PLC|EUROPE|Y|1|0.3|2,500,000|0|> 95%
PUBLICIS GROUPE SA|EUROPE|Y|8|4.3|5,000,000|1|> 95%
PULTEGROUP, INC.|AMERICAS|Y|8|4.0|7,500,000|2|< 5%
QANTAS AIRWAYS LIMITED|AUSTRALIA NZ|Y|1|0.3|2,500,000|0|> 95%
QBE INSURANCE GROUP LIMITED|AUSTRALIA NZ|Y|5|2.3|2,500,000|0|> 95%
QUEST DIAGNOSTICS INCORPORATED|AMERICAS|Y|6|2.3|2,500,000|0|5-25%
R.R. DONNELLEY & SONS COMPANY|AMERICAS|Y|6|5.7|12,500,000|6|< 5%
RADIAN GROUP INC.|AMERICAS|Y|6|3.0|5,000,000|2|< 5%
RAKUTEN, INC.|JAPAN|Y|11|7.3|5,000,000|1|> 95%
RAYTHEON COMPANY|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
REALOGY GROUP LLC|AMERICAS|Y|8|6.3|5,000,000|2|< 5%
RELIANCE INDUSTRIES LIMITED|ASIA EX-JAPAN|Y|9|5.3|2,500,000|0|> 95%
RELX PLC|EUROPE|Y|2|1.0|2,500,000|0|> 95%
RENAULT|EUROPE|Y|10|7.3|15,000,000|3|> 95%
RENTOKIL INITIAL PLC|EUROPE|Y|2|1.0|2,500,000|0|> 95%
REPSOL, S.A.|EUROPE|Y|6|3.0|7,500,000|1|> 95%
REPUBLIC OF AUSTRIA|SOVEREIGN|Y|1|0.3|2,500,000|0|> 95%
REPUBLIC OF BULGARIA|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
REPUBLIC OF CHILE|SOVEREIGN|Y|11|9.0|50,000,000|7|> 95%
REPUBLIC OF COLOMBIA|SOVEREIGN|Y|10|9.0|75,000,000|9|> 95%
REPUBLIC OF CROATIA|SOVEREIGN|Y|4|1.3|2,500,000|0|> 95%
REPUBLIC OF CYPRUS|SOVEREIGN||1|0.3|2,500,000|0|> 95%
REPUBLIC OF ECUADOR|SOVEREIGN||3|1.3|2,500,000|0|> 95%
REPUBLIC OF FINLAND|SOVEREIGN|Y|0|0.0|2,500,000|0|> 95%
REPUBLIC OF INDONESIA|SOVEREIGN|Y|11|9.3|150,000,000|12|> 95%
REPUBLIC OF ITALY|SOVEREIGN|Y|12|10.7|175,000,000|8|> 95%
REPUBLIC OF KAZAKHSTAN|SOVEREIGN|Y|4|1.7|2,500,000|0|> 95%
REPUBLIC OF KOREA|SOVEREIGN|Y|11|8.7|150,000,000|6|> 95%
REPUBLIC OF LATVIA|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
REPUBLIC OF LITHUANIA|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
REPUBLIC OF PANAMA|SOVEREIGN|Y|6|3.3|10,000,000|1|> 95%
REPUBLIC OF PERU|SOVEREIGN|Y|9|7.0|25,000,000|4|> 95%
REPUBLIC OF POLAND|SOVEREIGN|Y|4|1.7|2,500,000|0|> 95%
REPUBLIC OF SLOVENIA|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
REPUBLIC OF SOUTH AFRICA|SOVEREIGN|Y|10|9.3|175,000,000|18|> 95%
REPUBLIC OF THE PHILIPPINES|SOVEREIGN|Y|10|7.0|50,000,000|4|> 95%
REPUBLIC OF TURKEY|SOVEREIGN|Y|11|10.0|275,000,000|28|> 95%
REXEL|EUROPE|Y|7|4.0|2,500,000|1|> 95%
REYNOLDS AMERICAN INC.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
RICOH COMPANY, LTD.|JAPAN|Y|10|4.3|2,500,000|0|> 95%
RIO TINTO LIMITED|AUSTRALIA NZ|Y|5|3.3|5,000,000|0|> 95%
RITE AID CORPORATION|AMERICAS|Y|4|3.7|7,500,000|3|< 5%
ROCHE HOLDINGS, INC.|EUROPE||2|0.7|2,500,000|0|> 95%
ROLLS-ROYCE PLC|EUROPE|Y|11|8.0|17,500,000|4|> 95%
ROMANIA|SOVEREIGN|Y|4|1.3|2,500,000|0|> 95%
ROYAL CARIBBEAN CRUISES LTD.|AMERICAS|Y|7|4.3|5,000,000|1|< 5%
ROYAL DUTCH SHELL PLC|EUROPE|Y|9|5.0|7,500,000|1|> 95%
RPM INTERNATIONAL INC.|AMERICAS||0|0.0|2,500,000|0|< 5%
RUSSIAN FEDERATION|SOVEREIGN|Y|9|7.3|125,000,000|14|> 95%
RYDER SYSTEM, INC.|AMERICAS|Y|7|3.3|5,000,000|1|< 5%
SABRE HOLDINGS CORPORATION|AMERICAS|Y|7|5.0|2,500,000|1|< 5%
SAFEWAY INC.|AMERICAS|Y|9|5.0|7,500,000|2|< 5%
SAFEWAY LIMITED|EUROPE|Y|0|0.0|2,500,000|0|> 95%
SAIPEM FINANCE INTERNATIONAL B.V.|EUROPE|Y|6|2.7|2,500,000|0|> 95%
SAMSUNG ELECTRONICS CO., LTD.|ASIA EX-JAPAN|Y|3|1.3|2,500,000|0|> 95%
SANMINA CORPORATION|AMERICAS|Y|5|2.0|2,500,000|0|< 5%
SANOFI|EUROPE|Y|7|3.0|5,000,000|1|> 95%
SASOL LTD|EUROPE||4|1.7|2,500,000|0|> 95%
SCANDINAVIAN AIRLINES SYSTEM DENMARK-NORWAY-SWEDEN|EUROPE|Y|2|0.7|2,500,000|0|> 95%
SCENTRE MANAGEMENT LIMITED AS RESPONSIBLE ENTITY OF SCENTRE GROUP TRUST 1|AUSTRALIA NZ|Y|1|0.3|2,500,000|0|> 95%
SCHAEFFLER AG|EUROPE|Y|4|3.0|2,500,000|0|> 95%
SCHAEFFLER FINANCE B.V.|EUROPE|Y|7|3.3|2,500,000|0|> 95%
SCHNEIDER ELECTRIC SE|EUROPE||2|0.7|2,500,000|0|> 95%
SEALED AIR CORPORATION|AMERICAS|Y|4|2.3|2,500,000|1|< 5%
SELECTA GROUP B.V.|EUROPE|Y|6|4.0|5,000,000|1|> 95%
SEMPRA ENERGY|AMERICAS|Y|2|1.0|5,000,000|1|25-75%
SES|EUROPE|Y|7|4.3|2,500,000|1|> 95%
SHIMIZU CORPORATION|JAPAN|Y|7|3.7|2,500,000|0|> 95%
SHINHAN BANK|ASIA EX-JAPAN|Y|1|0.3|2,500,000|0|> 95%
