REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
ICELAND BONDCO PLC|EUROPE|Y|7|4.0|2,500,000|1|>95%
ICICI BANK LIMITED|ASIA EX-JAPAN|Y|7|4.0|2,500,000|0|>95%
IDBI BANK LIMITED|ASIA EX-JAPAN|Y|4|1.7|2,500,000|0|>95%
IMPERIAL BRANDS PLC|EUROPE|Y|11|7.3|7,500,000|1|>95%
INDUSTRIAL AND COMMERCIAL           BANK OF CHINA LIMITED|ASIA EX-JAPAN|Y|6|3.3|2,500,000|0|>95%
INDUSTRIAL BANK OF KOREA|ASIA EX-JAPAN|Y|4|1.7|2,500,000|0|>95%
INEOS GROUP HOLDINGS S.A.|EUROPE|Y|10|7.7|10,000,000|2|>95%
ING BANK N.V.|EUROPE|Y|10|5.0|2,500,000|0|>95%
ING GROEP N.V.|EUROPE|Y|10|7.3|5,000,000|1|>95%
INGERSOLL-RAND COMPANY|AMERICAS|Y|8|4.7|2,500,000|0|<5%
INNOGY SE|EUROPE|Y|8|4.7|2,500,000|0|>95%
INTERNATIONAL BUSINESS           MACHINES CORPORATION|AMERICAS|Y|9|7.3|10,000,000|1|<5%
INTERNATIONAL GAME TECHNOLOGY           PLC|EUROPE|Y|7|5.0|5,000,000|1|>95%
INTERNATIONAL LEASE FINANCE           CORPORATION|AMERICAS|Y|7|6.3|5,000,000|1|<5%
INTERNATIONAL PAPER COMPANY|AMERICAS|Y|8|7.3|7,500,000|1|<5%
INTESA SANPAOLO SPA|EUROPE|Y|10|9.7|25,000,000|5|>95%
INTRUM AB|EUROPE||8|6.7|5,000,000|2|>95%
IRELAND|SOVEREIGN|Y|2|0.7|2,500,000|0|>95%
ISTAR INC.|AMERICAS|Y|9|5.0|2,500,000|1|<5%
ITOCHU CORPORATION|JAPAN|Y|7|4.7|2,500,000|0|>95%
ITV PLC|EUROPE|Y|9|5.3|2,500,000|1|>95%
J SAINSBURY PLC|EUROPE|Y|10|6.0|5,000,000|1|>95%
J. C. PENNEY COMPANY, INC.|AMERICAS|Y|9|8.3|10,000,000|5|<5%
JAGUAR LAND ROVER AUTOMOTIVE           PLC|EUROPE|Y|12|9.7|22,500,000|6|>95%
JAPAN|SOVEREIGN|Y|10|6.0|12,500,000|1|>95%
JAPAN TOBACCO INC.|JAPAN|Y|4|1.3|2,500,000|0|>95%
JETBLUE AIRWAYS CORPORATION|AMERICAS||1|0.7|2,500,000|0|<5%
JFE HOLDINGS, INC.|JAPAN|Y|8|6.3|5,000,000|1|>95%
JOHN DEERE CAPITAL           CORPORATION|AMERICAS||1|0.3|2,500,000|0|<5%
JOHNSON &JOHNSON|AMERICAS|Y|7|5.3|5,000,000|1|<5%
JOHNSON CONTROLS           INTERNATIONAL PUBLIC LIMITED COMPANY|AMERICAS|Y|8|4.3|2,500,000|0|<5%
JOINT STOCK COMPANY RUSSIAN           AGRICULTURAL BANK|EUROPE||1|0.3|2,500,000|0|>95%
JPMORGAN CHASE &CO.|AMERICAS||9|6.3|12,500,000|1|<5%
K. HOVNANIAN ENTERPRISES,           INC.|AMERICAS|Y|10|8.0|2,500,000|1|<5%
KAJIMA CORPORATION|JAPAN|Y|4|1.7|2,500,000|0|>95%
KAWASAKI HEAVY INDUSTRIES,           LTD.|JAPAN|Y|4|1.3|2,500,000|0|>95%
KAWASAKI KISEN KAISHA, LTD.|JAPAN|Y|7|6.3|2,500,000|1|>95%
KB HOME|AMERICAS|Y|10|8.7|10,000,000|3|<5%
KEB HANA BANK|ASIA EX-JAPAN|Y|6|2.3|2,500,000|0|>95%
KERING|EUROPE|Y|8|5.0|2,500,000|0|>95%
KIMCO REALTY CORPORATION|AMERICAS||1|0.7|2,500,000|0|<5%
KINDER MORGAN ENERGY           PARTNERS, L.P.|AMERICAS|Y|10|5.3|2,500,000|0|<5%
KINDER MORGAN, INC.|AMERICAS|Y|9|7.3|7,500,000|1|<5%
KINGDOM OF BAHRAIN|SOVEREIGN||5|2.0|2,500,000|0|>95%
KINGDOM OF BELGIUM|SOVEREIGN|Y|8|3.7|5,000,000|0|>95%
KINGDOM OF SAUDI ARABIA|SOVEREIGN|Y|12|9.7|50,000,000|3|>95%
KINGDOM OF SPAIN|SOVEREIGN|Y|8|6.0|50,000,000|2|>95%
KINGDOM OF THAILAND|SOVEREIGN|Y|9|6.0|12,500,000|1|>95%
KINGDOM OF THE NETHERLANDS|SOVEREIGN|Y|3|1.0|2,500,000|0|>95%
KINGFISHER PLC|EUROPE|Y|5|2.7|2,500,000|0|>95%
KINTETSU GROUP HOLDINGS CO.,           LTD.|JAPAN|Y|3|1.0|2,500,000|0|>95%
KLEPIERRE|EUROPE||1|0.3|2,500,000|0|>95%
KOBE STEEL, LTD.|JAPAN|Y|10|7.3|5,000,000|1|>95%
KOHL'S CORPORATION|AMERICAS|Y|10|8.7|10,000,000|2|<5%
KOMATSU LTD.|JAPAN|Y|3|1.0|2,500,000|0|>95%
KONINKLIJKE AHOLD DELHAIZE           N.V.|EUROPE|Y|8|3.7|5,000,000|0|>95%
KONINKLIJKE DSM N.V.|EUROPE|Y|6|2.7|2,500,000|0|>95%
KONINKLIJKE KPN N.V.|EUROPE|Y|9|6.0|7,500,000|2|>95%
KONINKLIJKE PHILIPS N.V.|EUROPE|Y|5|3.3|2,500,000|0|>95%
KOOKMIN BANK|ASIA EX-JAPAN|Y|3|1.3|2,500,000|0|>95%
KOREA ELECTRIC POWER           CORPORATION|ASIA EX-JAPAN|Y|1|0.7|2,500,000|0|>95%
KOREA EXPRESSWAY CORPORATION|ASIA EX-JAPAN||0|0.0|2,500,000|0|>95%
KRAFT HEINZ FOODS COMPANY|AMERICAS|Y|8|7.7|12,500,000|3|<5%
KT CORPORATION|ASIA EX-JAPAN|Y|2|1.0|2,500,000|0|>95%
KYUSHU ELECTRIC POWER           COMPANY, INCORPORATED|JAPAN||1|0.3|2,500,000|0|>95%
L BRANDS, INC.|AMERICAS|Y|10|8.0|12,500,000|3|<5%
L'AIR LIQUIDE SOCIETE ANONYME           POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE|EUROPE|Y|4|1.3|2,500,000|0|>95%
LADBROKES CORAL GROUP LIMITED|EUROPE||6|4.0|2,500,000|1|>95%
LAFARGE|EUROPE|Y|5|2.0|2,500,000|0|>95%
LAFARGEHOLCIM LTD|EUROPE|Y|11|9.7|7,500,000|2|>95%
LAGARDERE SCA|EUROPE||6|2.3|2,500,000|0|>95%
LAMB WESTON HOLDINGS, INC.|AMERICAS||2|0.7|2,500,000|0|<5%
LANXESS AKTIENGESELLSCHAFT|EUROPE|Y|9|7.0|5,000,000|2|>95%
LEBANESE REPUBLIC|SOVEREIGN|Y|9|8.3|7,500,000|3|>95%
LENDLEASE CORPORATION LIMITED|AUSTRALIA NZ|Y|2|1.0|2,500,000|0|>95%
LENNAR CORPORATION|AMERICAS|Y|10|8.0|10,000,000|2|<5%
LEONARDO SOCIETA' PER AZIONI|EUROPE|Y|11|8.0|5,000,000|1|>95%
LEVEL 3 PARENT, LLC|AMERICAS||3|1.7|2,500,000|0|<5%
LEVI STRAUSS &CO.|AMERICAS|Y|4|2.3|2,500,000|0|<5%
LEXMARK INTERNATIONAL, INC.|AMERICAS||3|1.3|2,500,000|0|<5%
LIBERTY INTERACTIVE LLC|AMERICAS|Y|6|5.0|2,500,000|0|<5%
LINCOLN NATIONAL CORPORATION|AMERICAS|Y|8|6.3|5,000,000|1|<5%
LINDE AKTIENGESELLSCHAFT|EUROPE|Y|3|1.0|2,500,000|0|>95%
LLOYDS BANK PLC|EUROPE|Y|7|5.0|5,000,000|0|>95%
LLOYDS BANKING GROUP PLC|EUROPE|Y|10|8.3|12,500,000|2|>95%
LOCK LOWER HOLDING AS|EUROPE|Y|1|0.7|2,500,000|0|>95%
LOCKHEED MARTIN CORPORATION|AMERICAS|Y|6|4.7|2,500,000|0|<5%
LOEWS CORPORATION|AMERICAS|Y|7|5.0|5,000,000|0|<5%
LOUIS DREYFUS COMPANY B.V.|EUROPE|Y|7|5.0|2,500,000|0|>95%
LOUISIANA-PACIFIC CORPORATION|AMERICAS|Y|6|3.3|2,500,000|0|<5%
LOWE'S COMPANIES, INC.|AMERICAS|Y|7|4.7|5,000,000|0|<5%
LOXAM|EUROPE|Y|8|6.3|2,500,000|1|>95%
LVMH MOET HENNESSY LOUIS           VUITTON|EUROPE|Y|8|5.7|2,500,000|0|>95%
M.D.C. HOLDINGS, INC.|AMERICAS|Y|9|7.7|7,500,000|2|<5%
MACQUARIE BANK LIMITED|AUSTRALIA NZ|Y|6|3.7|5,000,000|0|>95%
MACY'S, INC.|AMERICAS|Y|10|8.7|17,500,000|4|<5%
MALAYSIA|SOVEREIGN|Y|11|9.7|75,000,000|5|>95%
MARATHON OIL CORPORATION|AMERICAS||4|2.3|2,500,000|0|<5%
MARATHON PETROLEUM           CORPORATION|AMERICAS||8|3.7|2,500,000|0|<5%
MARKS AND SPENCER P.L.C.|EUROPE|Y|11|9.3|12,500,000|3|>95%
MARRIOTT INTERNATIONAL, INC.|AMERICAS|Y|8|4.7|2,500,000|0|<5%
MARSH &MCLENNAN           COMPANIES, INC.|AMERICAS|Y|7|4.7|2,500,000|0|<5%
MARUBENI CORPORATION|JAPAN|Y|8|6.0|5,000,000|1|>95%
MATALAN FINANCE PLC|EUROPE|Y|7|5.7|2,500,000|1|>95%
MATTEL, INC.|AMERICAS||8|4.7|2,500,000|0|<5%
MATTERHORN TELECOM HOLDING           S.A.|EUROPE|Y|7|5.0|5,000,000|1|>95%
MAZDA MOTOR CORPORATION|JAPAN||2|1.0|2,500,000|0|>95%
MBIA INC.|AMERICAS|Y|7|4.3|2,500,000|1|<5%
MBIA INSURANCE CORPORATION|AMERICAS|Y|3|1.7|2,500,000|0|<5%
MCDONALD'S CORPORATION|AMERICAS|Y|9|6.7|5,000,000|1|<5%
MCKESSON CORPORATION|AMERICAS|Y|8|7.7|7,500,000|1|<5%
MEDIOBANCA BANCA DI CREDITO           FINANZIARIO SOCIETA PER AZIONI|EUROPE|Y|10|9.7|7,500,000|1|>95%
MELIA HOTELS INTERNATIONAL,           S.A.|EUROPE|Y|1|0.3|2,500,000|0|>95%
MERCK &CO., INC.|AMERICAS||2|0.7|2,500,000|0|<5%
MERCK KOMMANDITGESELLSCHAFT           AUF AKTIEN|EUROPE||1|0.7|2,500,000|0|>95%
MERITOR, INC.|AMERICAS|Y|8|5.7|5,000,000|1|<5%
METLIFE, INC.|AMERICAS|Y|9|8.0|10,000,000|1|<5%
METSA BOARD CORPORATION|EUROPE|Y|9|5.0|2,500,000|0|>95%
MGIC INVESTMENT CORPORATION|AMERICAS|Y|6|4.3|5,000,000|1|<5%
MGM GROWTH PROPERTIES           OPERATING PARTNERSHIP LP|AMERICAS||3|1.3|2,500,000|0|<5%
MGM RESORTS INTERNATIONAL|AMERICAS|Y|9|7.0|5,000,000|1|<5%
MICROSOFT CORPORATION|AMERICAS||1|0.3|2,500,000|0|<5%
MITSUBISHI CORPORATION|JAPAN|Y|5|3.0|2,500,000|0|>95%
MITSUBISHI ESTATE COMPANY,           LIMITED|JAPAN|Y|0|0.0|2,500,000|0|>95%
MITSUBISHI HEAVY INDUSTRIES,           LTD.|JAPAN|Y|3|1.0|2,500,000|0|>95%
MITSUI &CO., LTD.|JAPAN|Y|4|1.7|2,500,000|0|>95%
MITSUI CHEMICALS, INC.|JAPAN|Y|6|3.0|2,500,000|0|>95%
MITSUI FUDOSAN CO., LTD.|JAPAN|Y|2|0.7|2,500,000|0|>95%
MITSUI O.S.K. LINES, LTD.|JAPAN|Y|10|8.3|7,500,000|1|>95%
MIZUHO BANK, LTD.|JAPAN|Y|4|1.3|2,500,000|0|>95%
MONDELEZ INTERNATIONAL, INC.|AMERICAS|Y|8|5.7|2,500,000|0|<5%
MONITCHEM HOLDCO 3 S.A.|EUROPE|Y|6|3.3|2,500,000|0|>95%
MORGAN STANLEY|AMERICAS|Y|9|8.0|10,000,000|1|<5%
MOTOROLA SOLUTIONS, INC.|AMERICAS|Y|8|7.0|7,500,000|1|<5%
MUENCHENER           RUECKVERSICHERUNGS-GESELLSCHAFT AKTIENGESELLSCHAFT IN MUENCHEN|EUROPE|Y|9|6.7|2,500,000|1|>95%
MUFG BANK, LTD.|JAPAN||2|0.7|2,500,000|0|>95%
MURPHY OIL CORPORATION|AMERICAS|Y|6|3.7|2,500,000|0|<5%
NABORS INDUSTRIES, INC.|AMERICAS|Y|9|9.0|7,500,000|2|<5%
NATIONAL AUSTRALIA BANK           LIMITED|AUSTRALIA NZ|Y|8|7.0|15,000,000|2|>95%
NATIONAL GRID PLC|EUROPE|Y|8|4.7|5,000,000|0|>95%
NATIONAL RURAL UTILITIES           COOPERATIVE FINANCE CORPORATION|AMERICAS|Y|8|5.7|2,500,000|0|<5%
NATIONAL WESTMINSTER BANK           PUBLIC LIMITED COMPANY|EUROPE||7|2.7|2,500,000|0|>95%
NATIONWIDE BUILDING SOCIETY|EUROPE|Y|1|0.3|2,500,000|0|>95%
NATIXIS|EUROPE||0|0.0|2,500,000|0|>95%
NATURGY ENERGY GROUP, S.A.|EUROPE||9|6.0|10,000,000|1|>95%
NATWEST MARKETS PLC|EUROPE||9|7.0|7,500,000|1|>95%
NAVIENT CORPORATION|AMERICAS|Y|10|7.7|5,000,000|1|<5%
NEC CORPORATION|JAPAN|Y|6|2.0|2,500,000|0|>95%
NESTLE S.A.|EUROPE|Y|6|2.7|2,500,000|0|>95%
NEW ALBERTSONS L.P.|AMERICAS|Y|8|4.7|2,500,000|1|<5%
NEW LOOK BONDCO I LIMITED|EUROPE||1|0.3|2,500,000|0|>95%
NEW LOOK SENIOR ISSUER PLC|EUROPE|Y|6|3.7|2,500,000|1|>95%
NEWELL BRANDS INC.|AMERICAS|Y|8|7.7|12,500,000|6|<5%
NEWMONT MINING CORPORATION|AMERICAS|Y|8|7.0|5,000,000|1|<5%
NEXT PLC|EUROPE|Y|9|7.7|7,500,000|1|>95%
NIPPON PAPER INDUSTRIES           CO.,LTD.|JAPAN|Y|6|4.7|2,500,000|1|>95%
NIPPON STEEL &SUMITOMO           METAL CORPORATION|JAPAN|Y|7|4.0|2,500,000|0|>95%
NIPPON YUSEN KABUSHIKI KAISHA|JAPAN|Y|9|7.3|2,500,000|1|>95%
NISSAN MOTOR CO., LTD.|JAPAN|Y|8|5.0|2,500,000|0|>95%
NOKIA OYJ|EUROPE|Y|11|7.7|5,000,000|1|>95%
NOMURA HOLDINGS, INC.|JAPAN|Y|2|1.0|2,500,000|0|>95%
NORDEA BANK ABP|EUROPE||2|1.0|2,500,000|0|>95%
NORDSTROM, INC.|AMERICAS|Y|9|8.3|17,500,000|2|<5%
NORFOLK SOUTHERN CORPORATION|AMERICAS|Y|8|5.3|5,000,000|0|<5%
NORTHROP GRUMMAN CORPORATION|AMERICAS|Y|7|5.3|2,500,000|0|<5%
NOVA CHEMICALS CORPORATION|AMERICAS|Y|7|3.7|2,500,000|0|<5%
NOVAFIVES|EUROPE|Y|6|5.7|2,500,000|1|>95%
NOVO BANCO, S.A.|EUROPE||1|0.3|2,500,000|0|>95%
NRG ENERGY, INC.|AMERICAS|Y|9|6.3|5,000,000|1|<5%
NUCOR CORPORATION|AMERICAS||2|0.7|2,500,000|0|<5%
NXP B.V.|EUROPE|Y|9|4.7|2,500,000|0|>95%
OBAYASHI CORPORATION|JAPAN|Y|2|0.7|2,500,000|0|>95%
OCCIDENTAL PETROLEUM           CORPORATION|AMERICAS||1|0.3|2,500,000|0|<5%
OJI HOLDINGS CORPORATION|JAPAN|Y|6|3.7|2,500,000|0|>95%
OLD MUTUAL PUBLIC LIMITED           COMPANY|EUROPE|Y|2|0.7|2,500,000|0|>95%
OLIN CORPORATION|AMERICAS|Y|7|5.7|2,500,000|1|<5%
OMNICOM GROUP INC.|AMERICAS|Y|8|5.7|2,500,000|0|<5%
ONEOK PARTNERS, L.P.|AMERICAS||0|0.0|2,500,000|0|<5%
ORANGE|EUROPE|Y|11|7.0|7,500,000|1|>95%
ORIENTAL REPUBLIC OF URUGUAY|SOVEREIGN|Y|1|0.3|2,500,000|0|>95%
ORIX CORPORATION|JAPAN|Y|6|2.7|2,500,000|0|>95%
OVERSEA-CHINESE BANKING           CORPORATION LIMITED|ASIA EX-JAPAN|Y|2|1.0|2,500,000|0|>95%
OWENS-ILLINOIS, INC.|AMERICAS|Y|0|0.0|2,500,000|0|<5%
PACKAGING CORPORATION OF           AMERICA|AMERICAS|Y|7|5.7|2,500,000|1|<5%
PACTIV LLC|AMERICAS|Y|8|4.3|2,500,000|0|<5%
PANASONIC CORPORATION|JAPAN|Y|4|2.0|2,500,000|0|>95%
PCCW-HKT TELEPHONE LIMITED|ASIA EX-JAPAN|Y|2|0.7|2,500,000|0|>95%
PEARSON PLC|EUROPE|Y|9|4.3|2,500,000|0|>95%
PEOPLE'S REPUBLIC OF CHINA|SOVEREIGN|Y|14|12.3|150,000,000|10|>95%
PEPSICO, INC.|AMERICAS||1|0.3|2,500,000|0|<5%
PERNOD RICARD|EUROPE|Y|9|6.0|2,500,000|1|>95%
PETROLEO BRASILEIRO S/A           PETROBRAS|AMERICAS|Y|13|9.7|15,000,000|2|>95%
PETROLEOS MEXICANOS|AMERICAS|Y|12|9.3|17,500,000|3|>95%
PETROLIAM NASIONAL BERHAD           (PETRONAS)|ASIA EX-JAPAN|Y|4|2.3|2,500,000|0|>95%
PEUGEOT SA|EUROPE|Y|10|8.7|10,000,000|2|>95%
PFIZER INC.|AMERICAS|Y|8|6.7|5,000,000|1|<5%
PHH CORPORATION|AMERICAS|Y|0|0.0|2,500,000|0|<5%
PICARD BONDCO S.A.|EUROPE|Y|5|2.3|2,500,000|0|>95%
PIONEER NATURAL RESOURCES           COMPANY|AMERICAS|Y|2|0.7|2,500,000|0|<5%
PITNEY BOWES INC.|AMERICAS|Y|7|6.0|5,000,000|1|<5%
PIZZAEXPRESS FINANCING 1 PLC|EUROPE|Y|7|4.7|2,500,000|1|>95%
PLAY FINANCE 1 S.A.|EUROPE|Y|4|1.7|2,500,000|0|>95%
POLYONE CORPORATION|AMERICAS|Y|4|2.3|2,500,000|0|<5%
PORTUGUESE REPUBLIC|SOVEREIGN|Y|8|4.3|5,000,000|0|>95%
POSCO|ASIA EX-JAPAN|Y|5|2.7|2,500,000|0|>95%
POSTNL N.V.|EUROPE|Y|4|1.7|2,500,000|0|>95%
PREMIER FOODS FINANCE PLC|EUROPE|Y|8|6.0|2,500,000|1|>95%
PRUDENTIAL FINANCIAL, INC.|AMERICAS|Y|9|7.0|7,500,000|1|<5%
PRUDENTIAL PUBLIC LIMITED           COMPANY|EUROPE|Y|8|5.0|2,500,000|0|>95%
PUBLIC POWER CORPORATION           FINANCE PLC|EUROPE|Y|5|2.7|2,500,000|0|>95%
PUBLICIS GROUPE SA|EUROPE|Y|8|4.3|2,500,000|1|>95%
PULTEGROUP, INC.|AMERICAS|Y|8|7.7|5,000,000|1|<5%
QANTAS AIRWAYS LIMITED|AUSTRALIA NZ|Y|4|1.7|2,500,000|0|>95%
QBE INSURANCE GROUP LIMITED|AUSTRALIA NZ|Y|1|0.3|2,500,000|0|>95%
QUEST DIAGNOSTICS           INCORPORATED|AMERICAS|Y|8|6.3|2,500,000|0|<5%
R.R. DONNELLEY &SONS           COMPANY|AMERICAS|Y|9|6.3|7,500,000|2|<5%
RADIAN GROUP INC.|AMERICAS|Y|7|5.0|5,000,000|1|<5%
RAIFFEISEN BANK INTERNATIONAL           AG|EUROPE||3|1.0|2,500,000|0|>95%
RAKUTEN, INC.|JAPAN||4|1.7|2,500,000|0|>95%
RALLYE|EUROPE|Y|10|8.0|7,500,000|2|>95%
RAYTHEON COMPANY|AMERICAS|Y|7|5.0|2,500,000|0|<5%
REALOGY GROUP LLC|AMERICAS|Y|4|2.7|2,500,000|1|<5%
RELIANCE INDUSTRIES LIMITED|ASIA EX-JAPAN|Y|7|4.3|2,500,000|0|>95%
RELX PLC|EUROPE|Y|8|4.0|2,500,000|0|>95%
RENAULT|EUROPE|Y|10|8.7|7,500,000|3|>95%
RENTOKIL INITIAL PLC|EUROPE|Y|4|1.7|2,500,000|0|>95%
REPSOL, S.A.|EUROPE|Y|12|8.0|7,500,000|1|>95%
REPUBLIC OF AUSTRIA|SOVEREIGN|Y|7|3.0|2,500,000|0|>95%
REPUBLIC OF CHILE|SOVEREIGN|Y|9|8.0|15,000,000|2|>95%
REPUBLIC OF COLOMBIA|SOVEREIGN|Y|11|9.7|125,000,000|20|>95%
REPUBLIC OF CROATIA|SOVEREIGN|Y|3|1.7|2,500,000|0|>95%
REPUBLIC OF FINLAND|SOVEREIGN|Y|2|0.7|2,500,000|0|>95%
REPUBLIC OF INDONESIA|SOVEREIGN|Y|11|10.3|125,000,000|10|>95%
REPUBLIC OF ITALY|SOVEREIGN|Y|14|11.0|150,000,000|5|>95%
REPUBLIC OF KAZAKHSTAN|SOVEREIGN|Y|5|2.7|2,500,000|0|>95%
REPUBLIC OF KOREA|SOVEREIGN|Y|14|11.7|150,000,000|7|>95%
REPUBLIC OF LITHUANIA|SOVEREIGN|Y|1|0.3|2,500,000|0|>95%
REPUBLIC OF PANAMA|SOVEREIGN|Y|10|6.3|5,000,000|1|>95%
REPUBLIC OF PERU|SOVEREIGN|Y|10|8.3|17,500,000|2|>95%
REPUBLIC OF POLAND|SOVEREIGN|Y|3|1.7|2,500,000|0|>95%
REPUBLIC OF SERBIA|SOVEREIGN|Y|1|0.3|2,500,000|0|>95%
REPUBLIC OF SOUTH AFRICA|SOVEREIGN|Y|13|11.0|175,000,000|29|>95%
REPUBLIC OF THE PHILIPPINES|SOVEREIGN|Y|11|9.0|20,000,000|3|>95%
REPUBLIC OF TURKEY|SOVEREIGN|Y|11|10.7|225,000,000|31|>95%
REXEL|EUROPE|Y|9|6.3|2,500,000|1|>95%
REYNOLDS AMERICAN INC.|AMERICAS|Y|7|4.7|2,500,000|0|<5%
RICOH COMPANY, LTD.|JAPAN|Y|5|2.0|2,500,000|0|>95%
RIO TINTO LIMITED|AUSTRALIA NZ|Y|9|6.0|5,000,000|1|>95%
RITE AID CORPORATION|AMERICAS|Y|8|7.0|7,500,000|2|<5%
ROCHE HOLDINGS, INC.|EUROPE||1|0.3|2,500,000|0|>95%
ROLLS-ROYCE PLC|EUROPE|Y|9|7.7|7,500,000|1|>95%
ROMANIA|SOVEREIGN|Y|4|2.0|2,500,000|0|>95%
ROYAL BANK OF CANADA|AMERICAS||1|1.0|2,500,000|0|<5%
ROYAL CARIBBEAN CRUISES LTD.|AMERICAS|Y|7|6.3|5,000,000|1|<5%
ROYAL DUTCH SHELL PLC|EUROPE|Y|11|7.7|7,500,000|1|>95%
RUSSIAN FEDERATION|SOVEREIGN|Y|11|9.7|125,000,000|13|>95%
RYDER SYSTEM, INC.|AMERICAS|Y|8|7.7|7,500,000|2|<5%
SABRE HOLDINGS CORPORATION|AMERICAS|Y|2|0.7|2,500,000|0|<5%
SAFEWAY INC.|AMERICAS|Y|10|6.0|5,000,000|1|<5%
SAFEWAY LIMITED|EUROPE|Y|2|0.7|2,500,000|0|>95%
SAIPEM FINANCE INTERNATIONAL           B.V.|EUROPE|Y|8|5.7|2,500,000|0|>95%
SAKS INCORPORATED|AMERICAS|Y|1|0.3|2,500,000|0|<5%
SAMSUNG ELECTRONICS CO., LTD.|ASIA EX-JAPAN|Y|6|2.0|2,500,000|0|>95%
SANMINA CORPORATION|AMERICAS|Y|3|2.0|2,500,000|0|<5%
SANOFI|EUROPE|Y|8|6.3|2,500,000|0|>95%
SASOL LTD|EUROPE||1|0.7|2,500,000|0|>95%
SBERBANK|EUROPE|Y|1|0.3|2,500,000|0|>95%
SCANDINAVIAN AIRLINES SYSTEM           DENMARK-NORWAY-SWEDEN|EUROPE|Y|2|0.7|2,500,000|0|>95%
SCANIA AKTIEBOLAG|EUROPE||0|0.0|2,500,000|0|>95%
SCENTRE MANAGEMENT LIMITED AS           RESPONSIBLE ENTITY OF SCENTRE GROUP TRUST 1|AUSTRALIA NZ|Y|4|2.0|2,500,000|0|>95%
SCHAEFFLER FINANCE B.V.|EUROPE|Y|8|7.3|10,000,000|2|>95%
SCHNEIDER ELECTRIC SE|EUROPE||2|0.7|2,500,000|0|>95%
SEALED AIR CORPORATION|AMERICAS|Y|8|6.0|2,500,000|0|<5%
SEIKO EPSON CORPORATION|JAPAN||0|0.0|2,500,000|0|>95%
SELECTA GROUP B.V.|EUROPE|Y|6|4.0|2,500,000|1|>95%
SEMPRA ENERGY|AMERICAS|Y|8|4.7|2,500,000|1|<5%
SES|EUROPE|Y|5|3.7|2,500,000|0|>95%
SHIMIZU CORPORATION|JAPAN|Y|3|1.0|2,500,000|0|>95%
SHINHAN BANK|ASIA EX-JAPAN|Y|1|0.3|2,500,000|0|>95%
SIEMENS AKTIENGESELLSCHAFT|EUROPE|Y|9|5.3|5,000,000|0|>95%
SIMON PROPERTY GROUP, L.P.|AMERICAS|Y|7|5.7|5,000,000|1|<5%
SINGAPORE TELECOMMUNICATIONS           LIMITED|ASIA EX-JAPAN|Y|3|1.3|2,500,000|0|>95%
SK TELECOM CO., LTD.|ASIA EX-JAPAN|Y|2|1.0|2,500,000|0|>95%
SKANDINAVISKA ENSKILDA BANKEN           AB|EUROPE||1|0.3|2,500,000|0|>95%
SKY LIMITED|EUROPE||7|4.7|2,500,000|0|>95%
SMITHS GROUP PLC|EUROPE||1|0.3|2,500,000|0|>95%
SMURFIT KAPPA ACQUISITIONS           UNLIMITED COMPANY|EUROPE|Y|7|5.3|2,500,000|1|>95%
SOCIALIST REPUBLIC OF VIETNAM|SOVEREIGN|Y|4|2.3|2,500,000|0|>95%
SOCIETE GENERALE|EUROPE|Y|9|8.3|20,000,000|3|>95%
SODEXO|EUROPE|Y|8|3.7|2,500,000|0|>95%
SOFTBANK GROUP CORP.|JAPAN|Y|12|9.7|17,500,000|4|>95%
SOLVAY|EUROPE|Y|9|7.0|2,500,000|1|>95%
SONY CORPORATION|JAPAN|Y|5|2.7|2,500,000|0|>95%
SOUTHWEST AIRLINES CO.|AMERICAS|Y|8|6.7|5,000,000|1|<5%
SPRINGLEAF FINANCE           CORPORATION|AMERICAS|Y|9|7.0|5,000,000|1|<5%
SPRINT COMMUNICATIONS, INC.|AMERICAS|Y|10|6.7|10,000,000|3|<5%
SSE PLC|EUROPE|Y|7|4.7|2,500,000|0|>95%
STANDARD CHARTERED BANK|EUROPE|Y|11|6.3|2,500,000|0|>95%
STANDARD CHARTERED PLC|EUROPE|Y|10|8.0|10,000,000|1|>95%
STAPLES, INC.|AMERICAS|Y|10|7.7|5,000,000|1|<5%
STATE BANK OF INDIA|ASIA EX-JAPAN|Y|6|4.0|2,500,000|0|>95%
STATE OF CALIFORNIA|AMERICAS|Y|2|0.7|2,500,000|0|>95%
STATE OF CONNECTICUT|AMERICAS|Y|0|0.0|2,500,000|0|>95%
STATE OF ILLINOIS|AMERICAS|Y|2|0.7|2,500,000|0|>95%
STATE OF ISRAEL|SOVEREIGN|Y|6|3.0|2,500,000|0|>95%
STATE OF MICHIGAN|AMERICAS|Y|2|0.7|2,500,000|0|>95%
STATE OF NEW YORK|AMERICAS|Y|2|0.7|2,500,000|0|>95%
STATE OF QATAR|SOVEREIGN|Y|11|8.7|10,000,000|2|>95%
STENA AKTIEBOLAG|EUROPE|Y|10|8.0|12,500,000|2|>95%
STMICROELECTRONICS N.V.|EUROPE|Y|8|4.7|2,500,000|0|>95%
